,content,score,appVersion,content_process,result,sentiment,proba
118,Danamom the bes.manatp,5,1.4.0,danamom the bes manatp,"[{'label': 'neutral', 'score': 0.9914611577987671}]",neutral,0.9914611577987671
119,"Sangat menbantu untuk transaksi financial , user friendly",5,1.4.0,sangat menbantu untuk transaksi financial   user friendly,"[{'label': 'positive', 'score': 0.9453034996986389}]",positive,0.9453034996986389
120,Layanannya memuaskan,5,1.4.0,layanannya memuaskan,"[{'label': 'positive', 'score': 0.9989782571792603}]",positive,0.9989782571792603
121,Eelasy to use and very helpfull,5,1.4.0,eelasy to use and very helpfull,"[{'label': 'positive', 'score': 0.8563864231109619}]",positive,0.8563864231109619
122,Sangat bermanfaat dan mudah digunakan,5,1.3.7,sangat bermanfaat dan mudah digunakan,"[{'label': 'positive', 'score': 0.9259840250015259}]",positive,0.9259840250015259
123,Sangat membantu untuk transaksi kapan pun & dimana pun,5,1.4.0,sangat membantu untuk transaksi kapan pun   dimana pun,"[{'label': 'positive', 'score': 0.9974435567855835}]",positive,0.9974435567855835
124,"Aplikasi canggih , sangat keren dan bermanfaat",5,1.3.9,aplikasi canggih   sangat keren dan bermanfaat,"[{'label': 'positive', 'score': 0.9987019300460815}]",positive,0.9987019300460815
125,"Aplikasi yang keren dan memudahkan segala transaksi ,apalagi sekarang sudah dapat menggunakan QRIS...makin uhuuyyy.",5,1.4.0,aplikasi yang keren dan memudahkan segala transaksi  apalagi sekarang sudah dapat menggunakan qris   makin uhuuyyy ,"[{'label': 'positive', 'score': 0.997612476348877}]",positive,0.997612476348877
126,Aplikasi yang sangat luar biasa membantu,5,1.4.0,aplikasi yang sangat luar biasa membantu,"[{'label': 'positive', 'score': 0.9938427209854126}]",positive,0.9938427209854126
127,Mudah penggunaannya..membantu sekali,5,1.4.0,mudah penggunaannya  membantu sekali,"[{'label': 'positive', 'score': 0.9913477301597595}]",positive,0.9913477301597595
128,Ciamik dah,5,1.3.9,ciamik dah,"[{'label': 'positive', 'score': 0.9958122372627258}]",positive,0.9958122372627258
129,Danamon semakin dikenal,5,1.4.0,danamon semakin dikenal,"[{'label': 'positive', 'score': 0.9531608819961548}]",positive,0.9531608819961548
130,Mantap keren,5,1.3.9,mantap keren,"[{'label': 'positive', 'score': 0.9991238713264465}]",positive,0.9991238713264465
131,"Aplikasi yang memudahkan keuangan. Bisa transfer online, penempatan deposito, jual beli valas. Luar biasa memudahkan.",5,1.4.0,aplikasi yang memudahkan keuangan  bisa transfer online  penempatan deposito  jual beli valas  luar biasa memudahkan ,"[{'label': 'positive', 'score': 0.8869160413742065}]",positive,0.8869160413742065
132,Mantap 👍,5,,mantap  ,"[{'label': 'positive', 'score': 0.9981549382209778}]",positive,0.9981549382209778
133,"D bank pro sangat membantu dgn aplikasi yg lengkap,,",5,1.4.0,d bank pro sangat membantu dgn aplikasi yg lengkap  ,"[{'label': 'positive', 'score': 0.9983119964599609}]",positive,0.9983119964599609
134,Sangat bagusj,5,1.4.0,sangat bagusj,"[{'label': 'positive', 'score': 0.9978583455085754}]",positive,0.9978583455085754
135,Danamon Hebat,5,1.4.0,danamon hebat,"[{'label': 'positive', 'score': 0.9992191791534424}]",positive,0.9992191791534424
136,Sangat membantu,5,1.4.0,sangat membantu,"[{'label': 'positive', 'score': 0.9959172606468201}]",positive,0.9959172606468201
137,Sangat memudahkan untuk bertransaksi,5,1.4.0,sangat memudahkan untuk bertransaksi,"[{'label': 'positive', 'score': 0.9987303614616394}]",positive,0.9987303614616394
138,Dbank pro ok bisa semua,5,1.4.0,dbank pro ok bisa semua,"[{'label': 'neutral', 'score': 0.9942913055419922}]",neutral,0.9942913055419922
139,D Bank pro Terdepan,5,1.4.0,d bank pro terdepan,"[{'label': 'neutral', 'score': 0.9980989098548889}]",neutral,0.9980989098548889
140,Lebih mudah tampilan nnya,5,1.4.0,lebih mudah tampilan nnya,"[{'label': 'positive', 'score': 0.996907651424408}]",positive,0.996907651424408
141,Dbank terbaik,5,1.4.0,dbank terbaik,"[{'label': 'positive', 'score': 0.9990756511688232}]",positive,0.9990756511688232
142,Aplikasi yg sangat bagus dan sangat membantu,5,1.4.0,aplikasi yg sangat bagus dan sangat membantu,"[{'label': 'positive', 'score': 0.99836665391922}]",positive,0.99836665391922
143,Baguss dan cepat,5,,baguss dan cepat,"[{'label': 'positive', 'score': 0.9981281161308289}]",positive,0.9981281161308289
144,Fitur lengkap,5,,fitur lengkap,"[{'label': 'positive', 'score': 0.998340368270874}]",positive,0.998340368270874
145,Bagus banget,5,1.4.0,bagus banget,"[{'label': 'positive', 'score': 0.998884379863739}]",positive,0.998884379863739
146,Keren,5,1.4.0,keren,"[{'label': 'positive', 'score': 0.9992368221282959}]",positive,0.9992368221282959
147,Aplikasinya keren dan sangat membantu sekali,5,1.4.0,aplikasinya keren dan sangat membantu sekali,"[{'label': 'positive', 'score': 0.9979773163795471}]",positive,0.9979773163795471
148,Aplikasi yang powerfull,5,1.4.0,aplikasi yang powerfull,"[{'label': 'positive', 'score': 0.9987391829490662}]",positive,0.9987391829490662
149,Aplikasi dbank pro bagus bgd dan sangat membantu,5,,aplikasi dbank pro bagus bgd dan sangat membantu,"[{'label': 'positive', 'score': 0.9974599480628967}]",positive,0.9974599480628967
150,Bagus,5,1.4.0,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248
151,Tampilannya memudahkan pengguna. Kerennnnnn danamon,5,1.4.0,tampilannya memudahkan pengguna  kerennnnnn danamon,"[{'label': 'positive', 'score': 0.9993044137954712}]",positive,0.9993044137954712
152,Aplikasi d bank pro bagus bgt fungsi kegunaan banyak bgt fitur2 nya,5,1.4.0,aplikasi d bank pro bagus bgt fungsi kegunaan banyak bgt fitur  nya,"[{'label': 'positive', 'score': 0.9992204904556274}]",positive,0.9992204904556274
153,"Transaksi jadi lebih mudah dan cepat, gak perlu repot ke canang",5,1.4.0,transaksi jadi lebih mudah dan cepat  gak perlu repot ke canang,"[{'label': 'positive', 'score': 0.9662784337997437}]",positive,0.9662784337997437
154,Dbank pro mantap,5,1.4.0,dbank pro mantap,"[{'label': 'positive', 'score': 0.9951900243759155}]",positive,0.9951900243759155
155,Satu aplikasi untuk seluruh kebutuhan transaksi 👍,5,1.4.0,satu aplikasi untuk seluruh kebutuhan transaksi  ,"[{'label': 'neutral', 'score': 0.9959015250205994}]",neutral,0.9959015250205994
156,Mudah dan gampang sekali,5,1.4.0,mudah dan gampang sekali,"[{'label': 'positive', 'score': 0.975045382976532}]",positive,0.975045382976532
157,Aplikasi mantap ok,5,1.3.9,aplikasi mantap ok,"[{'label': 'positive', 'score': 0.9939005374908447}]",positive,0.9939005374908447
158,selalu menggunakan d bankb pro utk transaksi pembayaran sekolah anak,5,1.4.0,selalu menggunakan d bankb pro utk transaksi pembayaran sekolah anak,"[{'label': 'neutral', 'score': 0.9965898990631104}]",neutral,0.9965898990631104
159,Fitur fitur nya semakin lengkap... keren10x dbank pro,5,1.4.0,fitur fitur nya semakin lengkap    keren  x dbank pro,"[{'label': 'positive', 'score': 0.9796609878540039}]",positive,0.9796609878540039
160,Sangat memudahkan buat nasabah,5,,sangat memudahkan buat nasabah,"[{'label': 'positive', 'score': 0.9990672469139099}]",positive,0.9990672469139099
161,"Sangat mempermudah hidup ini, gak prlu repot bawa2 atm segambreng",5,1.4.0,sangat mempermudah hidup ini  gak prlu repot bawa  atm segambreng,"[{'label': 'positive', 'score': 0.992555558681488}]",positive,0.992555558681488
162,"Nice App, one stop finanscial solution",5,1.4.0,nice app  one stop finanscial solution,"[{'label': 'positive', 'score': 0.9760627150535583}]",positive,0.9760627150535583
163,"Thanks d bank pro , fiturnya sangat membantu , transfer kemana aja gratis 99x thankyoy so much🥰🥰🥰",5,1.4.0,thanks d bank pro   fiturnya sangat membantu   transfer kemana aja gratis   x thankyoy so much   ,"[{'label': 'positive', 'score': 0.9963410496711731}]",positive,0.9963410496711731
164,"Dbank pro luar biasa, sangat membantu, transaksi lebih mudah dan cepat",5,1.4.0,dbank pro luar biasa  sangat membantu  transaksi lebih mudah dan cepat,"[{'label': 'positive', 'score': 0.9985860586166382}]",positive,0.9985860586166382
165,"D Bank Pro mantaaap, saingan membantu. Multifungsi, canggih...",5,1.4.0,d bank pro mantaaap  saingan membantu  multifungsi  canggih   ,"[{'label': 'positive', 'score': 0.984486997127533}]",positive,0.984486997127533
166,Semakin terbantu dengan fitur-fitur nya yg terus bertambah... Cayooo maju terus,5,1.3.9,semakin terbantu dengan fitur fitur nya yg terus bertambah    cayooo maju terus,"[{'label': 'positive', 'score': 0.9892789721488953}]",positive,0.9892789721488953
167,Lebih lengkap dan keren fiture,5,1.3.9,lebih lengkap dan keren fiture,"[{'label': 'positive', 'score': 0.9979254007339478}]",positive,0.9979254007339478
168,Sangat mudah,5,1.4.0,sangat mudah,"[{'label': 'positive', 'score': 0.9982979893684387}]",positive,0.9982979893684387
169,Aplikasinya ringan dan membantu sekali,5,1.4.0,aplikasinya ringan dan membantu sekali,"[{'label': 'positive', 'score': 0.9986637830734253}]",positive,0.9986637830734253
170,Keren,5,1.4.0,keren,"[{'label': 'positive', 'score': 0.9992368221282959}]",positive,0.9992368221282959
171,Memberikan pelayanan terbaik,5,1.3.9,memberikan pelayanan terbaik,"[{'label': 'positive', 'score': 0.9989945292472839}]",positive,0.9989945292472839
172,Best Aps banking,5,1.4.0,best aps banking,"[{'label': 'positive', 'score': 0.9744814038276672}]",positive,0.9744814038276672
173,"Sangat membantu, lengkap bgt fitur nya",5,1.4.0,sangat membantu  lengkap bgt fitur nya,"[{'label': 'positive', 'score': 0.9987525939941406}]",positive,0.9987525939941406
174,"Mengakomodir semua kebutuhan dr isi paylater. Balanja. Bayar tagihan, bayar uang sekolah anak dll",5,1.4.0,mengakomodir semua kebutuhan dr isi paylater  balanja  bayar tagihan  bayar uang sekolah anak dll,"[{'label': 'neutral', 'score': 0.9971447587013245}]",neutral,0.9971447587013245
175,Memberi pelayanan terbaik,5,1.4.0,memberi pelayanan terbaik,"[{'label': 'positive', 'score': 0.9987785220146179}]",positive,0.9987785220146179
176,Dbank pro is very ok transaksi semangkin mudah,5,1.3.9,dbank pro is very ok transaksi semangkin mudah,"[{'label': 'positive', 'score': 0.9952332377433777}]",positive,0.9952332377433777
177,Fitur-fitur cukup lengkap,5,1.4.0,fitur fitur cukup lengkap,"[{'label': 'positive', 'score': 0.9977197051048279}]",positive,0.9977197051048279
178,Keren danamon semakin banyak fitur-fitur transaksi financialnya di d-bank pro...,5,1.4.0,keren danamon semakin banyak fitur fitur transaksi financialnya di d bank pro   ,"[{'label': 'neutral', 'score': 0.6727495193481445}]",neutral,0.6727495193481445
179,Aplikasi ini sangat membantu dalam pelayanan nasabah,5,1.4.0,aplikasi ini sangat membantu dalam pelayanan nasabah,"[{'label': 'positive', 'score': 0.9978623986244202}]",positive,0.9978623986244202
180,Dbank Pro..Keren...,5,1.4.0,dbank pro  keren   ,"[{'label': 'positive', 'score': 0.9949778914451599}]",positive,0.9949778914451599
181,"Sangat mudah digunakan, dan sangat membantu",5,1.4.0,sangat mudah digunakan  dan sangat membantu,"[{'label': 'positive', 'score': 0.9987174272537231}]",positive,0.9987174272537231
182,"Aplikasi bagus, memudahkan belanja online. Dan mudah aplikasinya",5,1.4.0,aplikasi bagus  memudahkan belanja online  dan mudah aplikasinya,"[{'label': 'positive', 'score': 0.9990756511688232}]",positive,0.9990756511688232
183,Aplikasi bagus memudahkan belanja on line ciamiik,5,1.4.0,aplikasi bagus memudahkan belanja on line ciamiik,"[{'label': 'positive', 'score': 0.9990887641906738}]",positive,0.9990887641906738
184,Aplikasi mudah di gunakan 👍🏻👍🏻👍🏻👍🏻top,5,1.4.0,aplikasi mudah di gunakan         top,"[{'label': 'positive', 'score': 0.9946893453598022}]",positive,0.9946893453598022
185,Aplikasinya mudah digunakan. ❤️,5,1.4.0,aplikasinya mudah digunakan    ,"[{'label': 'positive', 'score': 0.9981256127357483}]",positive,0.9981256127357483
186,Aplikasinya keren dan mudah bertransaksi 👍👍,5,1.4.0,aplikasinya keren dan mudah bertransaksi   ,"[{'label': 'positive', 'score': 0.9984166622161865}]",positive,0.9984166622161865
187,Aplikasi perbankan terbaik,5,1.4.0,aplikasi perbankan terbaik,"[{'label': 'positive', 'score': 0.9990266561508179}]",positive,0.9990266561508179
188,Keren,5,,keren,"[{'label': 'positive', 'score': 0.9992368221282959}]",positive,0.9992368221282959
189,Transaksi makin mudah & canggih dengan Dbank pro,5,1.4.0,transaksi makin mudah   canggih dengan dbank pro,"[{'label': 'positive', 'score': 0.8141852021217346}]",positive,0.8141852021217346
190,Bagus sekali,5,1.4.0,bagus sekali,"[{'label': 'positive', 'score': 0.9978912472724915}]",positive,0.9978912472724915
191,"Aplikasi Mobile banking Terbaru dan Terbaik yg dkeluarkan oleh bank Danamon karna untuk akses daftar pengguna tidak terlalu byk verifikasi dan aktivasi nya mudah dan cepat serta untuk akses masuk juga fiturnya ddalam nya menarik dan lengkap, good lah👍👍👍",5,1.3.9,aplikasi mobile banking terbaru dan terbaik yg dkeluarkan oleh bank danamon karna untuk akses daftar pengguna tidak terlalu byk verifikasi dan aktivasi nya mudah dan cepat serta untuk akses masuk juga fiturnya ddalam nya menarik dan lengkap  good lah   ,"[{'label': 'positive', 'score': 0.9990479350090027}]",positive,0.9990479350090027
192,"Mudah dan simpel, semua hanya di satu aplikasi D Bank Pro :-)",5,1.4.0,mudah dan simpel  semua hanya di satu aplikasi d bank pro    ,"[{'label': 'neutral', 'score': 0.9937619566917419}]",neutral,0.9937619566917419
193,Pastinyaa lebih mudah digunakan nasabah dalam bertransaksi dan juga banyak sekali fitur yang memudahkan nasabah,5,1.4.0,pastinyaa lebih mudah digunakan nasabah dalam bertransaksi dan juga banyak sekali fitur yang memudahkan nasabah,"[{'label': 'positive', 'score': 0.9933515191078186}]",positive,0.9933515191078186
194,Wow keren,5,1.4.0,wow keren,"[{'label': 'positive', 'score': 0.9987896084785461}]",positive,0.9987896084785461
195,"Banyak manfaat, sangat bagus.",5,1.3.9,banyak manfaat  sangat bagus ,"[{'label': 'positive', 'score': 0.9988023042678833}]",positive,0.9988023042678833
196,"Aplikasi simple, bermanfaat",5,1.4.0,aplikasi simple  bermanfaat,"[{'label': 'positive', 'score': 0.9988614320755005}]",positive,0.9988614320755005
197,Internet banking nya ok,5,1.4.0,internet banking nya ok,"[{'label': 'neutral', 'score': 0.995643138885498}]",neutral,0.995643138885498
198,Mantap lanjukan,5,,mantap lanjukan,"[{'label': 'positive', 'score': 0.999261200428009}]",positive,0.999261200428009
199,Sangat menarik aplikasinya,5,1.3.9,sangat menarik aplikasinya,"[{'label': 'positive', 'score': 0.9986975193023682}]",positive,0.9986975193023682
200,Sangat praktis dan paling bagus diantara bank lainnya,5,1.4.0,sangat praktis dan paling bagus diantara bank lainnya,"[{'label': 'positive', 'score': 0.999032735824585}]",positive,0.999032735824585
201,Mantapp,5,1.4.0,mantapp,"[{'label': 'positive', 'score': 0.981840193271637}]",positive,0.981840193271637
202,Aplikasi baik,5,1.4.0,aplikasi baik,"[{'label': 'positive', 'score': 0.9920045733451843}]",positive,0.9920045733451843
203,Good..,5,1.3.9,good  ,"[{'label': 'positive', 'score': 0.9969471096992493}]",positive,0.9969471096992493
204,"Aplikasi Ok sekali, transaksi mudah",5,1.4.0,aplikasi ok sekali  transaksi mudah,"[{'label': 'positive', 'score': 0.997434675693512}]",positive,0.997434675693512
205,Aplikasi yang sangat baguss bisa belanja dimanapun lewat aplikasi ini.. cakeeppp,5,1.4.0,aplikasi yang sangat baguss bisa belanja dimanapun lewat aplikasi ini   cakeeppp,"[{'label': 'positive', 'score': 0.997123658657074}]",positive,0.997123658657074
206,Top bgt aplikasinya,5,1.4.0,top bgt aplikasinya,"[{'label': 'positive', 'score': 0.9980236291885376}]",positive,0.9980236291885376
207,Bagus,5,1.3.9,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248
208,Aplikasinya terupdate dan bagus,5,1.3.9,aplikasinya terupdate dan bagus,"[{'label': 'positive', 'score': 0.9977758526802063}]",positive,0.9977758526802063
209,aplikasinya bagus memudahkan belanja transaksi online dan bebas biaya admin,5,1.4.0,aplikasinya bagus memudahkan belanja transaksi online dan bebas biaya admin,"[{'label': 'positive', 'score': 0.9986225366592407}]",positive,0.9986225366592407
210,Aplikasinya keren top bgt...membantu sehari hari,5,1.4.0,aplikasinya keren top bgt   membantu sehari hari,"[{'label': 'positive', 'score': 0.9991726279258728}]",positive,0.9991726279258728
211,"Suda ok,. Semua transaksi dpt dilakukan di dbankpro",5,1.4.0,suda ok   semua transaksi dpt dilakukan di dbankpro,"[{'label': 'neutral', 'score': 0.9984619617462158}]",neutral,0.9984619617462158
212,Mantap,5,1.4.0,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428
213,Danamon tge best service,5,1.4.0,danamon tge best service,"[{'label': 'positive', 'score': 0.9887181520462036}]",positive,0.9887181520462036
214,Mantep. Lengkap. Terpercaya,5,,mantep  lengkap  terpercaya,"[{'label': 'positive', 'score': 0.9985812902450562}]",positive,0.9985812902450562
215,Danamon BISA,5,1.4.0,danamon bisa,"[{'label': 'neutral', 'score': 0.9127707481384277}]",neutral,0.9127707481384277
